num_blocks,trial,time_ms,throughput
1,1,0.158336,2753637.75
1,2,0.067968,6414783.50
1,3,0.065536,6652832.00
1,4,0.065024,6705216.00
1,5,0.065472,6659335.50
1,6,0.070016,6227148.50
1,7,0.065536,6652832.00
1,8,0.065280,6678921.50
1,9,0.065536,6652832.00
1,10,0.064960,6711822.00
1,11,0.065536,6652832.00
1,12,0.065216,6685476.50
1,13,0.063808,6832999.00
1,14,0.065696,6636629.00
1,15,0.067552,6454287.00
1,16,0.073216,5954983.00
1,17,0.067584,6451231.00
1,18,0.067040,6503580.50
1,19,0.078592,5547638.00
1,20,0.068992,6319573.50
1,21,0.077824,5602385.00
1,22,0.072992,5973257.50
1,23,0.067584,6451231.00
1,24,0.067584,6451231.00
1,25,0.067552,6454287.00
1,26,0.067264,6481922.00
1,27,0.066208,6585307.00
1,28,0.067584,6451231.00
1,29,0.067104,6497377.50
1,30,0.071936,6060943.50
1,avg,0.068727,6101864.50
2,1,0.067808,6429919.50
2,2,0.067584,6451231.00
2,3,0.067872,6423856.50
2,4,0.067264,6481922.00
2,5,0.075616,5765975.50
2,6,0.066400,6566265.50
2,7,0.066272,6578947.50
2,8,0.068000,6411764.50
2,9,0.067584,6451231.00
2,10,0.067328,6475760.50
2,11,0.067584,6451231.00
2,12,0.067584,6451231.00
2,13,0.067296,6478839.50
2,14,0.068512,6363848.50
2,15,0.067584,6451231.00
2,16,0.067584,6451231.00
2,17,0.067872,6423856.50
2,18,0.067264,6481922.00
2,19,0.067808,6429919.50
2,20,0.071488,6098925.50
2,21,0.067008,6506685.50
2,22,0.067456,6463472.50
2,23,0.071296,6115350.50
2,24,0.067584,6451231.00
2,25,0.071456,6101657.00
2,26,0.069632,6261489.00
2,27,0.067488,6460408.00
2,28,0.067424,6466540.00
2,29,0.067584,6451231.00
2,30,0.067584,6451231.00
2,avg,0.066026,6188658.00
4,1,0.068256,6387717.00
4,2,0.067424,6466540.00
4,3,0.079072,5513962.00
4,4,0.069024,6316643.50
4,5,0.068224,6390713.00
4,6,0.067360,6472684.00
4,7,0.067488,6460408.00
4,8,0.067872,6423856.50
4,9,0.067296,6478839.50
4,10,0.067584,6451231.00
4,11,0.070016,6227148.50
4,12,0.067488,6460408.00
4,13,0.067552,6454287.00
4,14,0.069248,6296211.00
4,15,0.067584,6451231.00
4,16,0.067584,6451231.00
4,17,0.076384,5708001.50
4,18,0.069056,6313716.50
4,19,0.069664,6258613.00
4,20,0.069728,6252868.00
4,21,0.067392,6469610.50
4,22,0.067584,6451231.00
4,23,0.069248,6296211.00
4,24,0.067584,6451231.00
4,25,0.067712,6439035.50
4,26,0.067584,6451231.00
4,27,0.067200,6488095.50
4,28,0.066272,6578947.50
4,29,0.068512,6363848.50
4,30,0.067040,6503580.50
4,avg,0.066453,6152559.50
8,1,0.067584,6451231.00
8,2,0.069696,6255739.00
8,3,0.068064,6405736.50
8,4,0.067584,6451231.00
8,5,0.067264,6481922.00
8,6,0.067584,6451231.00
8,7,0.067584,6451231.00
8,8,0.067584,6451231.00
8,9,0.071552,6093470.50
8,10,0.067584,6451231.00
8,11,0.067488,6460408.00
8,12,0.067232,6485007.50
8,13,0.067584,6451231.00
8,14,0.067584,6451231.00
8,15,0.067584,6451231.00
8,16,0.069632,6261489.00
8,17,0.256000,1703125.00
8,18,0.115968,3759658.00
8,19,0.106208,4105152.25
8,20,0.111072,3925381.75
8,21,0.106944,4076900.00
8,22,0.121248,3595935.75
8,23,0.073344,5944589.50
8,24,0.067584,6451231.00
8,25,0.069440,6278802.00
8,26,0.067584,6451231.00
8,27,0.068800,6337209.50
8,28,0.068288,6384723.50
8,29,0.067584,6451231.00
8,30,0.067808,6429919.50
8,avg,0.079260,5625805.00
16,1,0.069632,6261489.00
16,2,0.070112,6218621.50
16,3,0.067776,6432955.50
16,4,0.069216,6299122.00
16,5,0.069216,6299122.00
16,6,0.067744,6435994.00
16,7,0.071680,6082589.50
16,8,0.067584,6451231.00
16,9,0.079296,5498386.00
16,10,0.070560,6179138.00
16,11,0.069632,6261489.00
16,12,0.067872,6423856.50
16,13,0.071136,6129105.00
16,14,0.072192,6039450.50
16,15,0.073728,5913628.00
16,16,0.085120,5122180.50
16,17,0.069632,6261489.00
16,18,0.068960,6322505.50
16,19,0.071968,6058248.50
16,20,0.069184,6302035.50
16,21,0.070368,6195998.50
16,22,0.069632,6261489.00
16,23,0.077792,5604689.50
16,24,0.069088,6310792.50
16,25,0.069824,6244271.00
16,26,0.069248,6296211.00
16,27,0.069440,6278802.00
16,28,0.068960,6322505.50
16,29,0.069600,6264368.00
16,30,0.069056,6313716.50
16,avg,0.068556,5970499.50
32,1,0.075776,5753800.00
32,2,0.073344,5944589.50
32,3,0.071968,6058248.50
32,4,0.072416,6020769.00
32,5,0.073120,5962801.00
32,6,0.072224,6036774.50
32,7,0.074048,5888073.00
32,8,0.073728,5913628.00
32,9,0.073728,5913628.00
32,10,0.073728,5913628.00
32,11,0.071968,6058248.50
32,12,0.071680,6082589.50
32,13,0.072608,6004847.50
32,14,0.079840,5460922.00
32,15,0.071680,6082589.50
32,16,0.074880,5822650.00
32,17,0.072448,6018109.50
32,18,0.071680,6082589.50
32,19,0.073984,5893166.50
32,20,0.071968,6058248.50
32,21,0.080928,5387505.00
32,22,0.073728,5913628.00
32,23,0.073600,5923913.00
32,24,0.071680,6082589.50
32,25,0.073728,5913628.00
32,26,0.073152,5960192.50
32,27,0.071776,6074453.50
32,28,0.073728,5913628.00
32,29,0.073728,5913628.00
32,30,0.072384,6023430.50
32,avg,0.071137,5744403.50
