num_blocks,trial,time_ms,throughput
32,9,0.073088,5965411.50
32,10,0.072160,6042128.50
32,11,0.069920,6235697.50
32,12,0.069632,6261489.00
32,13,0.071424,6104390.50
32,14,0.070368,6195998.50
32,15,0.069632,6261489.00
32,16,0.069632,6261489.00
32,17,0.070304,6201638.50
32,18,0.071680,6082589.50
32,19,0.071968,6058248.50
32,20,0.071680,6082589.50
32,21,0.070080,6221461.50
32,22,0.073376,5941997.00
32,23,0.069632,6261489.00
32,24,0.069632,6261489.00
32,25,0.075776,5753800.00
32,26,0.072000,6055556.00
32,27,0.071520,6096197.00
32,28,0.069920,6235697.50
32,29,0.071520,6096197.00
32,30,0.071648,6085306.00
32,avg,0.068991,5920894.50
