num_blocks,trial,time_ms,throughput
1,1,0.189408,2301909.00
1,2,0.067008,6506685.50
1,3,0.065408,6665851.50
1,4,0.064096,6802296.50
1,5,0.065696,6636629.00
1,6,0.065536,6652832.00
1,7,0.065536,6652832.00
1,8,0.070400,6193182.00
1,9,0.065536,6652832.00
1,10,0.063584,6857071.50
1,11,0.065472,6659335.50
1,12,0.064608,6748390.00
1,13,0.069376,6284594.00
1,14,0.065536,6652832.00
1,15,0.065248,6682197.00
1,16,0.067040,6503580.50
1,17,0.065760,6630170.00
1,18,0.064992,6708517.50
1,19,0.064896,6718441.50
1,20,0.064096,6802296.50
1,21,0.065536,6652832.00
1,22,0.065504,6656082.00
1,23,0.065280,6678921.50
1,24,0.065472,6659335.50
1,25,0.065312,6675649.00
1,26,0.065184,6688758.50
1,27,0.064096,6802296.50
1,28,0.065440,6662592.00
1,29,0.065664,6639863.00
1,30,0.064448,6765143.50
1,avg,0.067457,6296578.50
2,1,0.065504,6656082.00
2,2,0.065920,6614077.50
2,3,0.065536,6652832.00
2,4,0.065536,6652832.00
2,5,0.066336,6572600.50
2,6,0.065536,6652832.00
2,7,0.065536,6652832.00
2,8,0.066080,6598063.00
2,9,0.080608,5408892.00
2,10,0.065152,6692043.50
2,11,0.066080,6598063.00
2,12,0.064672,6741712.00
2,13,0.064512,6758432.50
2,14,0.066976,6509794.00
2,15,0.065504,6656082.00
2,16,0.065184,6688758.50
2,17,0.068416,6372778.50
2,18,0.065536,6652832.00
2,19,0.064800,6728395.00
2,20,0.065536,6652832.00
2,21,0.065376,6669114.00
2,22,0.067584,6451231.00
2,23,0.063520,6863980.00
2,24,0.065280,6678921.50
2,25,0.065536,6652832.00
2,26,0.071008,6140153.50
2,27,0.070080,6221461.50
2,28,0.064160,6795511.50
2,29,0.067584,6451231.00
2,30,0.065536,6652832.00
2,avg,0.064343,6357743.00
4,1,0.066048,6601260.50
4,2,0.072416,6020769.00
4,3,0.065888,6617290.00
4,4,0.065408,6665851.50
4,5,0.065536,6652832.00
4,6,0.065984,6607662.50
4,7,0.065248,6682197.00
4,8,0.065536,6652832.00
4,9,0.065536,6652832.00
4,10,0.078688,5540870.00
4,11,0.065536,6652832.00
4,12,0.065376,6669114.00
4,13,0.065440,6662592.00
4,14,0.064352,6775236.50
4,15,0.066560,6550480.50
4,16,0.064480,6761786.50
4,17,0.065536,6652832.00
4,18,0.066496,6556785.00
4,19,0.065760,6630170.00
4,20,0.065632,6643101.00
4,21,0.066624,6544188.00
4,22,0.064288,6781981.50
4,23,0.065376,6669114.00
4,24,0.065056,6701918.00
4,25,0.064448,6765143.50
4,26,0.065536,6652832.00
4,27,0.064384,6771869.00
4,28,0.065536,6652832.00
4,29,0.065664,6639863.00
4,30,0.065184,6688758.50
4,avg,0.063986,6390897.50
8,1,0.066944,6512906.00
8,2,0.064384,6771869.00
8,3,0.067584,6451231.00
8,4,0.065536,6652832.00
8,5,0.065440,6662592.00
8,6,0.256384,1700574.12
8,7,0.109088,3996773.25
8,8,0.112256,3883979.50
8,9,0.104224,4183297.75
8,10,0.107328,4062313.75
8,11,0.138560,3146651.50
8,12,0.080672,5404601.00
8,13,0.067104,6497377.50
8,14,0.066624,6544188.00
8,15,0.065696,6636629.00
8,16,0.065568,6649585.50
8,17,0.065536,6652832.00
8,18,0.065312,6675649.00
8,19,0.065888,6617290.00
8,20,0.065792,6626945.50
8,21,0.065920,6614077.50
8,22,0.066048,6601260.50
8,23,0.065472,6659335.50
8,24,0.065536,6652832.00
8,25,0.065536,6652832.00
8,26,0.065120,6695332.00
8,27,0.065056,6701918.00
8,28,0.065536,6652832.00
8,29,0.065632,6643101.00
8,30,0.064224,6788739.50
8,avg,0.078065,5773948.00
16,1,0.069632,6261489.00
16,2,0.065728,6633398.00
16,3,0.066912,6516020.50
16,4,0.066496,6556785.00
16,5,0.065536,6652832.00
16,6,0.069184,6302035.50
16,7,0.072064,6050178.00
16,8,0.067712,6439035.50
16,9,0.067808,6429919.50
16,10,0.069312,6290397.00
16,11,0.067584,6451231.00
16,12,0.067584,6451231.00
16,13,0.067584,6451231.00
16,14,0.076320,5712788.00
16,15,0.068736,6343110.00
16,16,0.066880,6519138.00
16,17,0.066368,6569431.50
16,18,0.072096,6047492.50
16,19,0.067904,6420829.00
16,20,0.067584,6451231.00
16,21,0.067296,6478839.50
16,22,0.067200,6488095.50
16,23,0.066272,6578947.50
16,24,0.067040,6503580.50
16,25,0.067584,6451231.00
16,26,0.067328,6475760.50
16,27,0.066400,6566265.50
16,28,0.074016,5890618.50
16,29,0.067616,6448178.00
16,30,0.067584,6451231.00
16,avg,0.066044,6189760.50
32,1,0.073664,5918766.50
32,2,0.072576,6007495.50
32,3,0.071680,6082589.50
32,4,0.070336,6198817.50
32,5,0.071808,6071746.50
32,6,0.069632,6261489.00
32,7,0.071072,6134624.00
32,8,0.071360,6109865.50
