num_blocks,trial,time_ms,throughput
8,26,0.065536,6652832.00
8,27,0.071776,6074453.50
8,28,0.066784,6528510.00
8,29,0.064480,6761786.50
8,30,0.065504,6656082.00
8,avg,0.064978,6294186.00
16,1,0.070272,6204462.50
16,2,0.068672,6349021.50
16,3,0.067584,6451231.00
16,4,0.067072,6500477.50
16,5,0.066848,6522259.50
16,6,0.067392,6469610.50
16,7,0.067040,6503580.50
16,8,0.065856,6620505.00
16,9,0.066752,6531639.50
16,10,0.067584,6451231.00
16,11,0.073760,5911062.50
16,12,0.069280,6293303.00
16,13,0.069920,6235697.50
16,14,0.065568,6649585.50
16,15,0.067168,6491186.50
16,16,0.066240,6582126.00
16,17,0.066816,6525383.00
16,18,0.067552,6454287.00
16,19,0.067136,6494280.50
16,20,0.066464,6559942.00
16,21,0.067584,6451231.00
16,22,0.067040,6503580.50
16,23,0.066304,6575772.50
16,24,0.066496,6556785.00
16,25,0.066912,6516020.50
16,26,0.067424,6466540.00
16,27,0.065568,6649585.50
16,28,0.066976,6509794.00
16,29,0.066304,6575772.50
16,30,0.068032,6408749.50
16,avg,0.065278,6258539.00
32,1,0.069632,6261489.00
32,2,0.069664,6258613.00
32,3,0.069728,6252868.00
32,4,0.071648,6085306.00
32,5,0.069632,6261489.00
32,6,0.069760,6249999.50
32,7,0.069632,6261489.00
32,8,0.071200,6123596.00
32,9,0.167936,2596227.25
32,10,0.118400,3682432.50
32,11,0.116544,3741076.25
32,12,0.119168,3658700.25
32,13,0.114080,3821879.50
32,14,0.073728,5913628.00
32,15,0.071008,6140153.50
32,16,0.069984,6229996.00
32,17,0.071200,6123596.00
32,18,0.070272,6204462.50
32,19,0.072352,6026094.50
32,20,0.070240,6207289.50
32,21,0.069632,6261489.00
32,22,0.071872,6066340.00
32,23,0.072000,6055556.00
32,24,0.070400,6193182.00
32,25,0.071488,6098925.50
32,26,0.079872,5458734.00
32,27,0.070560,6179138.00
32,28,0.071744,6077163.00
32,29,0.071968,6058248.50
32,30,0.070080,6221461.50
32,avg,0.077917,5508730.00
