num_blocks,trial,time_ms,throughput
1,1,0.454496,959304.38
1,2,0.066368,6569431.50
1,3,0.065760,6630170.00
1,4,0.066432,6563102.50
1,5,0.082208,5303620.00
1,6,0.065952,6610868.50
1,7,0.065280,6678921.50
1,8,0.063648,6850175.50
1,9,0.064128,6798902.50
1,10,0.071552,6093470.50
1,11,0.067488,6460408.00
1,12,0.080352,5426125.00
1,13,0.069056,6313716.50
1,14,0.066688,6537908.00
1,15,0.067584,6451231.00
1,16,0.069088,6310792.50
1,17,0.068992,6319573.50
1,18,0.070016,6227148.50
1,19,0.088576,4922327.00
1,20,0.074400,5860215.00
1,21,0.083968,5192454.50
1,22,0.073728,5913628.00
1,23,0.075488,5775752.50
1,24,0.069632,6261489.00
1,25,0.099072,4400840.00
1,26,0.068544,6360877.50
1,27,0.067360,6472684.00
1,28,0.066080,6598063.00
1,29,0.067488,6460408.00
1,30,0.066336,6572600.50
1,avg,0.081476,5803104.00
2,1,0.067424,6466540.00
2,2,0.067584,6451231.00
2,3,0.067552,6454287.00
2,4,0.064832,6725074.00
2,5,0.065536,6652832.00
2,6,0.065376,6669114.00
2,7,0.064480,6761786.50
2,8,0.066592,6547333.00
2,9,0.067584,6451231.00
2,10,0.071680,6082589.50
2,11,0.070112,6218621.50
2,12,0.067520,6457346.00
2,13,0.067776,6432955.50
2,14,0.068192,6393712.00
2,15,0.067584,6451231.00
2,16,0.073824,5905938.00
2,17,0.074368,5862736.50
2,18,0.079104,5511731.50
2,19,0.073216,5954983.00
2,20,0.074080,5885529.50
2,21,0.076128,5727196.50
2,22,0.075712,5758664.50
2,23,0.077376,5634822.00
2,24,0.067680,6442080.00
2,25,0.067584,6451231.00
2,26,0.068128,6399718.00
2,27,0.069632,6261489.00
2,28,0.067584,6451231.00
2,29,0.067584,6451231.00
2,30,0.083968,5192454.50
2,avg,0.067929,6035706.50
4,1,0.067616,6448178.00
4,2,0.068864,6331320.00
4,3,0.069184,6302035.50
4,4,0.067552,6454287.00
4,5,0.073728,5913628.00
4,6,0.073824,5905938.00
4,7,0.070080,6221461.50
4,8,0.068672,6349021.50
4,9,0.067872,6423856.50
4,10,0.067904,6420829.00
4,11,0.068672,6349021.50
4,12,0.073728,5913628.00
4,13,0.071680,6082589.50
4,14,0.071584,6090746.50
4,15,0.067584,6451231.00
4,16,0.067296,6478839.50
4,17,0.067584,6451231.00
4,18,0.067680,6442080.00
4,19,0.066400,6566265.50
4,20,0.068064,6405736.50
4,21,0.069280,6293303.00
4,22,0.067232,6485007.50
4,23,0.068704,6346064.00
4,24,0.069632,6261489.00
4,25,0.067584,6451231.00
4,26,0.066336,6572600.50
