num_blocks,trial,time_ms,throughput
4,11,0.066496,6556785.00
4,12,0.066944,6512906.00
4,13,0.066336,6572600.50
4,14,0.067584,6451231.00
4,15,0.070528,6181941.50
4,16,0.067584,6451231.00
4,17,0.067488,6460408.00
4,18,0.067200,6488095.50
4,19,0.066560,6550480.50
4,20,0.067520,6457346.00
4,21,0.067904,6420829.00
4,22,0.067584,6451231.00
4,23,0.067808,6429919.50
4,24,0.068960,6322505.50
4,25,0.066560,6550480.50
4,26,0.066400,6566265.50
4,27,0.069632,6261489.00
4,28,0.065600,6646341.50
4,29,0.066944,6512906.00
4,30,0.071264,6118096.50
4,avg,0.065909,6198950.50
8,1,0.068768,6340158.00
8,2,0.067648,6445128.00
8,3,0.069632,6261489.00
8,4,0.067328,6475760.50
8,5,0.068800,6337209.50
8,6,0.068192,6393712.00
8,7,0.073728,5913628.00
8,8,0.066304,6575772.50
8,9,0.066144,6591679.00
8,10,0.066112,6594869.50
8,11,0.067584,6451231.00
8,12,0.067584,6451231.00
8,13,0.067584,6451231.00
8,14,0.071680,6082589.50
8,15,0.067584,6451231.00
8,16,0.067520,6457346.00
8,17,0.067584,6451231.00
8,18,0.071680,6082589.50
8,19,0.067584,6451231.00
8,20,0.069600,6264368.00
8,21,0.075584,5768416.50
8,22,0.067488,6460408.00
8,23,0.068800,6337209.50
8,24,0.067584,6451231.00
8,25,0.066976,6509794.00
8,26,0.066400,6566265.50
8,27,0.067840,6426886.50
8,28,0.067232,6485007.50
8,29,0.069120,6307870.50
8,30,0.067584,6451231.00
8,avg,0.066234,6170581.00
16,1,0.069632,6261489.00
16,2,0.068352,6378745.50
16,3,0.068128,6399718.00
16,4,0.068160,6396713.50
16,5,0.068096,6402725.50
16,6,0.069632,6261489.00
16,7,0.068352,6378745.50
16,8,0.068288,6384723.50
16,9,0.069632,6261489.00
16,10,0.069088,6310792.50
16,11,0.067584,6451231.00
16,12,0.069280,6293303.00
16,13,0.077120,5653527.00
16,14,0.069568,6267249.50
16,15,0.068288,6384723.50
16,16,0.068224,6390713.00
16,17,0.067584,6451231.00
16,18,0.198176,2200064.50
16,19,0.108544,4016804.25
16,20,0.115392,3778424.75
16,21,0.113184,3852134.75
16,22,0.113120,3854314.00
16,23,0.109088,3996773.25
16,24,0.071680,6082589.50
16,25,0.069280,6293303.00
16,26,0.069024,6316643.50
16,27,0.069600,6264368.00
16,28,0.067840,6426886.50
16,29,0.071072,6134624.00
16,30,0.068928,6325440.50
16,avg,0.078062,5576482.50
32,1,0.071840,6069042.00
32,2,0.072224,6036774.50
32,3,0.075744,5756231.00
32,4,0.073792,5908499.00
32,5,0.071680,6082589.50
32,6,0.073344,5944589.50
32,7,0.073728,5913628.00
32,8,0.072672,5999559.50
32,9,0.075776,5753800.00
32,10,0.074880,5822650.00
32,11,0.071904,6063640.00
32,12,0.073632,5921338.50
32,13,0.073600,5923913.00
32,14,0.071680,6082589.50
32,15,0.071680,6082589.50
32,16,0.072960,5975877.00
32,17,0.071680,6082589.50
32,18,0.072576,6007495.50
32,19,0.075680,5761099.50
32,20,0.073664,5918766.50
32,21,0.071680,6082589.50
32,22,0.073728,5913628.00
32,23,0.072864,5983750.50
32,24,0.071680,6082589.50
32,25,0.072672,5999559.50
32,26,0.075136,5802811.00
32,27,0.071808,6071746.50
32,28,0.073568,5926489.50
32,29,0.073728,5913628.00
32,30,0.071712,6079874.50
32,avg,0.070752,5773030.00
